director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,Genre,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Kenny Ortega,128.0,112.0,197.0,632.0,755.0,90556401.0,Comedy,High School Musical 3: Senior Year ,43795,3507,1.0,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,171.0,English,11000000.0,2008.0,734.0,1.85,0,Medium
Jeff Tremaine,104.0,92.0,79.0,218.0,608.0,72755517.0,Action,Jackass Number Two ,56595,1853,0.0,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,196.0,English,,2006.0,362.0,1.85,641,High
R.J. Cutler,141.0,107.0,15.0,602.0,17000.0,50461335.0,Drama,If I Stay ,83893,20466,3.0,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,132.0,English,11000000.0,2014.0,1000.0,2.35,15000,High
Brian Trenchard-Smith,30.0,92.0,53.0,32.0,84.0,,Action,Drive Hard ,3104,179,2.0,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,33.0,English,12000000.0,2014.0,37.0,,774,Medium
David S. Ward,57.0,107.0,42.0,808.0,1000.0,49797148.0,Comedy,Major League ,49007,3435,3.0,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,97.0,English,11000000.0,1989.0,854.0,1.85,0,High
Oliver Parker,56.0,100.0,32.0,621.0,785.0,,Comedy,St. Trinian's ,18220,3135,5.0,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,102.0,English,13500000.0,2007.0,692.0,1.85,0,High
Joel Schumacher,216.0,81.0,541.0,328.0,991.0,46563158.0,Crime,Phone Booth ,207934,2562,0.0,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,629.0,English,13000000.0,2002.0,465.0,2.35,0,High
Adam Shankman,80.0,101.0,163.0,488.0,683.0,41227069.0,Drama,A Walk to Remember ,162701,2436,1.0,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,962.0,English,11000000.0,2002.0,548.0,2.35,19000,High
Roger Kumble,101.0,97.0,16.0,637.0,4000.0,38201895.0,Drama,Cruel Intentions ,149222,6223,3.0,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,749.0,English,10500000.0,1999.0,656.0,1.85,0,High
Kevin Greutert,156.0,92.0,52.0,647.0,723.0,27669413.0,Horror,Saw VI ,76207,3101,0.0,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,194.0,English,11000000.0,2009.0,651.0,1.85,0,High
Mel Brooks,48.0,92.0,0.0,842.0,1000.0,,Comedy,History of the World: Part I ,36559,3931,0.0,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131.0,English,11000000.0,1981.0,898.0,2.35,0,High
Gina Prince-Bythewood,109.0,110.0,107.0,549.0,664.0,37766350.0,Drama,The Secret Life of Bees ,19440,3376,5.0,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,56.0,English,11000000.0,2008.0,551.0,2.35,0,High
Rob Pritts,62.0,86.0,5.0,532.0,584.0,23978402.0,Comedy,Corky Romano ,10966,3850,1.0,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,100.0,English,11000000.0,2001.0,580.0,1.85,365,Medium
Brian De Palma,33.0,91.0,0.0,298.0,636.0,21370057.0,Crime,Raising Cain ,9903,1852,0.0,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,80.0,English,12000000.0,1992.0,330.0,1.85,541,High
Norman Jewison,20.0,145.0,278.0,279.0,13000.0,,Drama,F.I.S.T. ,5561,14735,2.0,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,35.0,English,11000000.0,1978.0,595.0,1.85,745,High
Tobe Hooper,52.0,100.0,365.0,225.0,425.0,4884663.0,Horror,Invaders from Mars ,5187,1661,0.0,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,64.0,English,12000000.0,1986.0,394.0,2.35,902,High
Brendan Malloy,37.0,89.0,2.0,651.0,799.0,13903262.0,Comedy,Out Cold ,14656,4291,0.0,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,90.0,English,11000000.0,2001.0,711.0,1.85,0,High
Reginald Hudlin,58.0,84.0,71.0,553.0,8000.0,13592872.0,Comedy,The Ladies Man ,10777,10982,1.0,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,79.0,English,11000000.0,2000.0,723.0,1.85,671,Medium
Dustin Hoffman,175.0,98.0,0.0,123.0,358.0,18381787.0,Comedy,Quartet ,15684,1114,4.0,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,126.0,English,11000000.0,2012.0,156.0,2.35,13000,High
Gregory Poirier,75.0,95.0,5.0,443.0,1000.0,13558739.0,Comedy,Tomcats ,15427,2729,0.0,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,121.0,English,11000000.0,2001.0,660.0,1.85,449,Medium
Bill Paxton,161.0,100.0,0.0,303.0,11000.0,13103828.0,Crime,Frailty ,59982,12237,0.0,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,463.0,English,11000000.0,2001.0,472.0,1.85,5000,High
Simon Curtis,203.0,109.0,64.0,553.0,16000.0,33305037.0,Biography,Woman in Gold ,33856,17866,2.0,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,147.0,English,11000000.0,2015.0,638.0,2.35,34000,High
Bill Condon,188.0,118.0,386.0,812.0,14000.0,10214647.0,Biography,Kinsey ,42689,17490,0.0,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,204.0,English,11000000.0,2004.0,1000.0,2.35,0,High
Dewey Nicks,66.0,86.0,4.0,424.0,960.0,4814244.0,Comedy,Slackers ,12437,2415,4.0,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,107.0,English,11000000.0,2002.0,448.0,1.85,405,Medium
Daisy von Scherler Mayer,70.0,94.0,18.0,183.0,658.0,3034181.0,Comedy,The Guru ,13622,1559,3.0,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,128.0,English,11000000.0,2002.0,463.0,1.85,550,Medium
Mira Nair,15.0,113.0,300.0,787.0,1000.0,2832826.0,Comedy,The Perez Family ,1761,3072,2.0,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,19.0,English,11000000.0,1995.0,979.0,1.85,174,High
Ethan Coen,535.0,104.0,1000.0,272.0,3000.0,13214255.0,Drama,Inside Llewyn Davis ,96233,4082,1.0,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,313.0,English,11000000.0,2013.0,275.0,1.85,26000,High
Tim Blake Nelson,92.0,95.0,596.0,697.0,1000.0,16017403.0,Drama,O ,17333,3300,2.0,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153.0,English,5000000.0,2001.0,835.0,1.85,0,High
William A. Graham,14.0,102.0,8.0,40.0,14000.0,2807854.0,Adventure,Return to the Blue Lagoon ,14129,14281,1.0,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39.0,English,11000000.0,1991.0,163.0,1.85,967,Medium
Martin Ritt,13.0,124.0,58.0,104.0,338.0,,Drama,The Molly Maguires ,2603,800,0.0,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,36.0,English,11000000.0,1970.0,275.0,2.35,608,High
John Turturro,87.0,105.0,0.0,776.0,14000.0,540085.0,Comedy,Romance & Cigarettes ,10052,28004,0.0,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,69.0,English,,2005.0,12000.0,2.35,0,High
Agnieszka Holland,78.0,104.0,238.0,22.0,60.0,352786.0,Biography,Copying Beethoven ,11132,150,0.0,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86.0,English,11000000.0,2006.0,35.0,2.35,0,High
Tobe Hooper,223.0,120.0,365.0,723.0,887.0,76600000.0,Fantasy,Poltergeist ,105448,3876,0.0,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321.0,English,10700000.0,1982.0,770.0,2.35,11000,High
Rowan Joffe,136.0,111.0,17.0,405.0,845.0,,Crime,Brighton Rock ,5013,3117,2.0,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,59.0,English,12000000.0,2010.0,641.0,2.35,0,High
David Hackl,160.0,95.0,43.0,357.0,3000.0,56729973.0,Horror,Saw V ,88529,5286,0.0,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,262.0,English,10800000.0,2008.0,723.0,1.85,0,High
Giuliano Montaldo,28.0,96.0,4.0,199.0,917.0,,Crime,Machine Gun McCain ,618,1827,0.0,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,12.0,English,,1969.0,545.0,2.35,85,High
Lisa Azuelos,54.0,97.0,15.0,19.0,142.0,,Comedy,LOL ,45144,248,1.0,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,111.0,English,11000000.0,2012.0,79.0,2.35,18000,Medium
Ray Lawrence,75.0,118.0,10.0,48.0,172.0,399879.0,Crime,Jindabyne ,5772,378,2.0,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115.0,English,15000000.0,2006.0,71.0,2.35,302,High
Karan Johar,20.0,193.0,160.0,860.0,8000.0,3275443.0,Drama,Kabhi Alvida Naa Kehna ,13998,10822,2.0,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264.0,Hindi,700000000.0,2006.0,1000.0,2.35,659,High
Oliver Parker,105.0,97.0,32.0,327.0,893.0,18535191.0,Comedy,An Ideal Husband ,12980,2640,3.0,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,132.0,English,14000000.0,1999.0,692.0,1.85,646,High
Ruairi Robinson,120.0,98.0,7.0,507.0,805.0,23838.0,Horror,The Last Days on Mars ,28570,2271,0.0,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160.0,English,7000000.0,2013.0,766.0,2.35,0,High
Jaume Balagueró,108.0,103.0,57.0,132.0,541.0,22160085.0,Horror,Darkness ,16747,1228,0.0,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349.0,English,10600000.0,2002.0,451.0,2.35,1000,Medium
Jon Kasdan,81.0,97.0,21.0,499.0,17000.0,11043445.0,Comedy,In the Land of Women ,27689,20312,0.0,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74.0,English,10000000.0,2007.0,1000.0,2.35,1000,High
Léa Pool,17.0,97.0,4.0,194.0,882.0,,Adventure,The Blue Butterfly ,1337,1554,1.0,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,28.0,English,12500000.0,2004.0,450.0,1.85,392,High
Floyd Mutrux,5.0,99.0,11.0,327.0,665.0,125169.0,Comedy,There Goes My Baby ,859,2272,2.0,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,31.0,English,10500000.0,1994.0,446.0,,119,High
Sajid Khan,10.0,144.0,0.0,119.0,564.0,1165104.0,Comedy,Housefull ,8598,1121,5.0,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,43.0,Hindi,,2010.0,154.0,,250,Medium
Christopher Cain,43.0,111.0,58.0,258.0,482.0,1066555.0,Drama,September Dawn ,2618,1526,0.0,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,111.0,,11000000.0,2007.0,362.0,1.85,411,High
Dean Wright,43.0,145.0,0.0,280.0,639.0,5669081.0,Drama,For Greater Glory: The True Story of Cristiada ,3665,1807,1.0,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57.0,Spanish,10818775.0,2012.0,377.0,2.35,0,High
Eric Lartigau,94.0,106.0,7.0,24.0,68.0,,Comedy,La Famille Bélier ,15060,175,4.0,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,27.0,French,11000000.0,2014.0,29.0,1.85,0,High
Shintaro Shimosawa,38.0,106.0,29.0,571.0,14000.0,,Drama,Misconduct ,6935,27660,3.0,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,50.0,English,11000000.0,2016.0,12000.0,2.35,0,Medium
Darren Lynn Bousman,210.0,121.0,163.0,482.0,723.0,80150343.0,Horror,Saw III ,142115,3189,0.0,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,614.0,English,10000000.0,2006.0,651.0,1.85,0,High
Ivan Reitman,52.0,117.0,425.0,901.0,13000.0,85300000.0,Action,Stripes ,48629,27378,1.0,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,134.0,English,10000000.0,1981.0,11000.0,1.85,0,High
Peyton Reed,139.0,98.0,235.0,229.0,4000.0,68353550.0,Comedy,Bring It On ,70141,5270,1.0,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,385.0,English,10000000.0,2000.0,464.0,1.85,0,High
James DeMonaco,165.0,109.0,65.0,393.0,798.0,78845130.0,Action,The Purge: Election Year ,17596,2480,1.0,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,94.0,English,10000000.0,2016.0,465.0,2.35,0,High
Robert Iscove,96.0,95.0,7.0,1000.0,23000.0,63319509.0,Comedy,She's All That ,67115,28734,2.0,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,389.0,English,10000000.0,1999.0,1000.0,1.85,0,High
Lee Daniels,323.0,109.0,304.0,736.0,939.0,47536959.0,Drama,Precious ,86956,3276,0.0,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275.0,English,10000000.0,2009.0,906.0,1.85,12000,High
Darren Lynn Bousman,190.0,96.0,163.0,448.0,723.0,63270259.0,Horror,Saw IV ,111087,3492,0.0,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,319.0,English,10000000.0,2007.0,651.0,1.85,0,High
Geoffrey Sax,173.0,101.0,13.0,368.0,494.0,55865715.0,Drama,White Noise ,41763,2013,0.0,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403.0,English,10000000.0,2005.0,392.0,2.35,0,High
Tyler Perry,46.0,107.0,0.0,685.0,1000.0,63231524.0,Comedy,Madea's Family Reunion ,8962,5264,4.0,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,137.0,English,6000000.0,2006.0,907.0,1.85,676,Medium
Martin Scorsese,59.0,119.0,17000.0,638.0,10000.0,52293982.0,Drama,The Color of Money ,57831,11895,1.0,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115.0,English,13800000.0,1986.0,970.0,1.85,0,High
Stephen Herek,22.0,100.0,65.0,577.0,633.0,50752337.0,Comedy,The Mighty Ducks ,44502,3362,8.0,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,46.0,English,10000000.0,1992.0,613.0,1.85,0,High
Takashi Shimizu,203.0,98.0,70.0,634.0,4000.0,110175871.0,Horror,The Grudge ,115050,7461,0.0,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,911.0,English,10000000.0,2004.0,1000.0,1.85,4000,High
Dennis Dugan,77.0,92.0,221.0,491.0,11000.0,38624000.0,Comedy,Happy Gilmore ,156143,13162,1.0,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,289.0,English,12000000.0,1996.0,503.0,1.85,0,High
Victor Salva,190.0,90.0,108.0,270.0,1000.0,37470017.0,Horror,Jeepers Creepers ,86890,1982,0.0,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,985.0,English,10000000.0,2001.0,322.0,1.85,0,High
Stephen Herek,81.0,90.0,65.0,730.0,18000.0,40485039.0,Adventure,Bill & Ted's Excellent Adventure ,85362,20795,6.0,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,181.0,English,10000000.0,1989.0,769.0,2.35,0,High
John Madden,264.0,124.0,108.0,186.0,1000.0,46377022.0,Comedy,The Best Exotic Marigold Hotel ,75306,1898,3.0,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,266.0,English,10000000.0,2011.0,400.0,2.35,48000,High
Chuck Sheetz,44.0,82.0,6.0,345.0,759.0,36696761.0,Animation,Recess: School's Out ,6808,2197,0.0,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,38.0,English,23000000.0,2001.0,563.0,1.85,227,High
George Miller,117.0,107.0,750.0,60.0,794.0,36200000.0,Action,Mad Max Beyond Thunderdome ,101840,1529,2.0,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,193.0,English,12305523.0,1985.0,531.0,2.35,0,High
Mark L. Lester,124.0,75.0,73.0,581.0,1000.0,,Action,Commando ,111649,3192,0.0,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,437.0,English,10000000.0,1985.0,745.0,1.85,0,High
William Brent Bell,159.0,97.0,19.0,130.0,4000.0,35794166.0,Horror,The Boy ,35654,4687,0.0,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,155.0,English,10000000.0,2016.0,334.0,2.35,20000,High
John Erick Dowdle,273.0,80.0,66.0,816.0,2000.0,33583175.0,Horror,Devil ,104089,5628,0.0,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,319.0,English,10000000.0,2010.0,904.0,2.35,16000,High
Marcus Raboy,26.0,85.0,7.0,615.0,723.0,32983713.0,Comedy,Friday After Next ,19284,3712,0.0,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,66.0,English,20000000.0,2002.0,706.0,1.85,981,High
Leigh Whannell,242.0,97.0,482.0,482.0,852.0,52200504.0,Fantasy,Insidious: Chapter 3 ,54190,2426,0.0,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,183.0,English,10000000.0,2015.0,542.0,2.35,29000,High
Michael Schultz,55.0,109.0,78.0,619.0,854.0,33000000.0,Action,The Last Dragon ,9424,3394,1.0,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,109.0,English,10000000.0,1985.0,841.0,1.85,0,High
Brett Leonard,48.0,140.0,32.0,120.0,535.0,32101000.0,Horror,The Lawnmower Man ,27800,1109,0.0,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,96.0,English,10000000.0,1992.0,211.0,1.85,0,Medium
Peter Sollett,166.0,90.0,6.0,617.0,904.0,31487293.0,Comedy,Nick and Norah's Infinite Playlist ,74887,2807,2.0,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,129.0,English,9000000.0,2008.0,715.0,1.85,0,High
Kevin Smith,206.0,130.0,0.0,769.0,13000.0,30651422.0,Adventure,Dogma ,181737,16693,8.0,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,1015.0,English,10000000.0,1999.0,1000.0,2.35,10000,High
Bob Dolman,92.0,98.0,7.0,73.0,931.0,30306281.0,Comedy,The Banger Sisters ,12388,1917,2.0,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,147.0,English,10000000.0,2002.0,797.0,2.35,744,High
Joe Dante,78.0,101.0,287.0,257.0,745.0,29500000.0,Fantasy,Twilight Zone: The Movie ,25613,1954,0.0,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121.0,English,10000000.0,1983.0,730.0,1.85,0,High
Rowdy Herrington,83.0,114.0,9.0,466.0,623.0,30050028.0,Action,Road House ,42987,2484,1.0,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,201.0,English,17000000.0,1989.0,472.0,2.35,0,High
Keenen Ivory Wayans,8.0,100.0,322.0,534.0,851.0,29392418.0,Action,A Low Down Dirty Shame ,3924,3190,2.0,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,26.0,English,10000000.0,1994.0,543.0,1.85,368,High
John Polson,86.0,85.0,21.0,782.0,931.0,28563926.0,Drama,Swimfan ,16300,3819,0.0,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,217.0,English,8500000.0,2002.0,855.0,2.35,720,Medium
Greg Coolidge,85.0,103.0,27.0,534.0,1000.0,28435406.0,Comedy,Employee of the Month ,37681,4441,2.0,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151.0,English,12000000.0,2006.0,809.0,1.85,0,High
Harry Elfont,76.0,100.0,4.0,678.0,982.0,25339117.0,Comedy,Can't Hardly Wait ,37885,4259,4.0,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,247.0,English,10000000.0,1998.0,945.0,1.85,0,High
Francis Ford Coppola,60.0,114.0,0.0,699.0,10000.0,25600000.0,Crime,The Outsiders ,57363,12097,0.0,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308.0,English,10000000.0,1983.0,919.0,2.35,10000,High
David Lowery,78.0,102.0,38.0,190.0,3000.0,,Adventure,Pete's Dragon ,408,3691,0.0,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,6.0,English,65000000.0,2016.0,424.0,2.35,21000,High
David Cronenberg,112.0,103.0,0.0,275.0,1000.0,,Horror,The Dead Zone ,44804,2013,0.0,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,182.0,English,10000000.0,1983.0,278.0,1.85,0,High
Ciarán Foy,189.0,97.0,11.0,220.0,1000.0,27736779.0,Horror,Sinister 2 ,25210,2403,0.0,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,126.0,English,10000000.0,2015.0,412.0,2.35,13000,Medium
Salim Akil,82.0,116.0,70.0,706.0,1000.0,24397469.0,Drama,Sparkle ,5161,5804,7.0,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,48.0,English,17000000.0,2012.0,876.0,2.35,0,High
Jamie Blanks,120.0,96.0,9.0,448.0,690.0,20384136.0,Horror,Valentine ,20467,2402,1.0,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,371.0,English,10000000.0,2001.0,533.0,2.35,0,Medium
Olatunde Osunsanmi,183.0,98.0,58.0,242.0,14000.0,25464480.0,Mystery,The Fourth Kind ,63108,15251,0.0,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,330.0,English,10000000.0,2009.0,537.0,2.35,15000,High
Robert Altman,211.0,105.0,500.0,718.0,11000.0,20338609.0,Comedy,A Prairie Home Companion ,19655,12946,8.0,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,280.0,English,10000000.0,2006.0,912.0,2.35,683,High
Leon Ichaso,14.0,123.0,5.0,338.0,556.0,18272447.0,Drama,Sugar Hill ,3119,2149,1.0,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,35.0,English,10000000.0,1993.0,475.0,1.85,331,High
Joseph Zito,54.0,107.0,17.0,53.0,371.0,,Action,Invasion U.S.A. ,6143,857,1.0,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,90.0,English,10000000.0,1985.0,324.0,1.85,0,Medium
Malcolm D. Lee,55.0,112.0,92.0,826.0,2000.0,17378977.0,Comedy,Roll Bounce ,5585,7552,0.0,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,75.0,English,,2005.0,918.0,2.35,997,High
Colin Strause,221.0,97.0,25.0,861.0,929.0,21371425.0,Action,Skyline ,76199,3679,0.0,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,944.0,English,10000000.0,2010.0,927.0,2.35,13000,Medium
John Madden,158.0,122.0,108.0,111.0,220.0,33071558.0,Comedy,The Second Best Exotic Marigold Hotel ,22369,583,6.0,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,100.0,English,10000000.0,2015.0,186.0,2.35,21000,High
Patricia Rozema,73.0,101.0,22.0,558.0,918.0,17655201.0,Drama,Kit Kittredge: An American Girl ,4719,3317,1.0,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,24.0,English,10000000.0,2008.0,624.0,1.85,851,High
Mark Rosman,65.0,100.0,15.0,804.0,1000.0,16247775.0,Comedy,The Perfect Man ,23527,4789,3.0,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,104.0,English,25000000.0,2005.0,962.0,1.85,767,High
Spike Lee,23.0,129.0,0.0,203.0,18000.0,16153600.0,Drama,Mo' Better Blues ,8295,19065,1.0,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,30.0,English,10000000.0,1990.0,269.0,1.85,720,High
Steve Oedekerk,63.0,81.0,176.0,39.0,176.0,16033556.0,Action,Kung Pow: Enter the Fist ,37901,361,1.0,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,518.0,English,10000000.0,2002.0,67.0,2.35,0,High
Ron Underwood,132.0,96.0,31.0,536.0,651.0,16667084.0,Comedy,Tremors ,90070,3119,0.0,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,248.0,English,11000000.0,1990.0,610.0,1.85,11000,High
Rob Schmidt,191.0,84.0,36.0,648.0,2000.0,15417771.0,Horror,Wrong Turn ,87494,3416,1.0,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540.0,English,12600000.0,2003.0,683.0,1.85,0,High
Walter Hill,52.0,100.0,394.0,695.0,2000.0,,Romance,The Long Riders ,7322,6296,0.0,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,78.0,English,10000000.0,1980.0,926.0,1.85,680,High
James Foley,91.0,110.0,164.0,45.0,258.0,15156200.0,Action,The Corruptor ,15358,571,2.0,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,131.0,English,30000000.0,1999.0,218.0,2.35,328,High
Jeff Nichols,368.0,130.0,337.0,820.0,11000.0,21589307.0,Drama,Mud ,135286,13960,1.0,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,261.0,English,10000000.0,2012.0,1000.0,2.35,27000,High
Robert Ben Garant,89.0,84.0,134.0,307.0,655.0,20339754.0,Comedy,Reno 911!: Miami ,23928,2737,2.0,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,73.0,English,10000000.0,2007.0,651.0,1.85,441,High
Morgan Spurlock,83.0,106.0,293.0,547.0,773.0,28873374.0,Documentary,One Direction: This Is Us ,22161,2787,11.0,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68.0,English,10000000.0,2013.0,734.0,1.85,0,Medium
Neal Brennan,83.0,89.0,23.0,503.0,839.0,15102127.0,Comedy,"The Goods: Live Hard, Sell Hard ",17790,3973,5.0,http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1,59.0,English,,2009.0,700.0,1.85,0,High
Tuck Tucker,33.0,76.0,14.0,636.0,1000.0,13684949.0,Adventure,Hey Arnold! The Movie ,4564,3752,0.0,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,43.0,English,3000000.0,2002.0,811.0,1.85,227,High
Simon Curtis,386.0,99.0,64.0,918.0,13000.0,14597405.0,Biography,My Week with Marilyn ,71679,17204,1.0,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216.0,English,6400000.0,2011.0,2000.0,2.35,17000,High
Richard Shepard,191.0,96.0,47.0,442.0,3000.0,12570442.0,Comedy,The Matador ,40514,4053,0.0,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,234.0,English,10000000.0,2005.0,497.0,2.35,808,High
Theodore Witcher,16.0,104.0,28.0,582.0,962.0,12514138.0,Drama,Love Jones ,2801,3871,0.0,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,28.0,English,10000000.0,1997.0,826.0,1.85,1000,High
